community,plot,number,species,family,dbh,height,ba
DEF,8,494,Rothmannia_sootepensis,Rubiaceae,4.46,5,15.62282611
DDF,3,1658,Tristaniopsis_burmanica,Myrtaceae,1.91,2,2.86521104
DDF,5,2639,Lophopetalum_duperreanum,Celastraceae,26.11,14,535.4311393
MDF,16,805,Antidesma_acidum,Phyllanthaceae,4.78,4,17.9450914
DEF,7,367,Xylia_xylocarpa,Fabaceae,50.96,35,2039.617455
DDF,1,383,Garcinia_cowa,Clusiaceae,2.55,2,5.107051557
DDF,5,2819,Wendlandia_tinctoria,Rubiaceae,3.18,5.5,7.942260388
DDF,2,1163,Dipterocarpus_obtusifolius,Dipterocarpaceae ,4.46,4.5,15.62282611
MDF,14,384,Lagerstroemia_duperreana,Lythraceae,3.18,7,7.942260388
DDF,1,181,Dipterocarpus_tuberculatus,Dipterocarpaceae ,4.78,3,17.9450914
DDF,3,1232,Shorea_obtusa,Dipterocarpaceae ,22.93,15,412.9504948
DDF,2,577,Gluta_usitata,Anacardiaceae,5.1,5,20.42820623
DEF,9,681,Castanopsis_armata,Fagaceae,3.82,3,11.46084416
DEF,7,174,Styrax_benzoides,Styracaceae,1.59,3,1.985565097
DEF,10,1312,Castanopsis_argentea,Fagaceae,2.23,4,3.905706527
DEF,12,1957,Rothmannia_sootepensis,Rubiaceae,2.87,3,6.469246132
DDF,3,1292,Gluta_usitata,Anacardiaceae,7.64,6.5,45.84337664
MDF,15,430,Phyllanthus_columnaris,Phyllanthaceae,5.73,6.5,25.78689936
DDF,5,2706,Dipterocarpus_tuberculatus,Dipterocarpaceae ,5.73,6,25.78689936
MDF,13,139,Tectona_grandis,Lamiaceae,6.37,8,31.86902274
DDF,5,2746,Craibiodendron_stellatum,Ericaceae,1.91,2.5,2.86521104
DEF,8,453,Colona_elobata,Tiliaceae,1.91,2.5,2.86521104
MDF,14,393,Millettia_kangensis,Fabaceae,1.27,2,1.266768698
DDF,3,1873,Tristaniopsis_burmanica,Myrtaceae,1.59,3,1.985565097
MDF,17,928,Dolichandrone_columnaris,Bignoniaceae,6.05,5,28.74753628
DDF,4,2060,Dipterocarpus_tuberculatus,Dipterocarpaceae ,3.18,1.8,7.942260388
DDF,3,1855,Quercus_kerrii,Fagaceae,4.14,5,13.46141036
DDF,3,1653,Garcinia_cowa,Clusiaceae,2.23,2,3.905706527
DEF,8,440,Styrax_benzoides,Styracaceae,2.55,3,5.107051557
DDF,4,2183,Gluta_usitata,Anacardiaceae,7.96,6,49.76408427
DDF,3,1309,Shorea_obtusa,Dipterocarpaceae ,13.69,9,147.1962607
DDF,6,3009,Schima_wallichii,Theaceae,0.96,2,0.723822947
DDF,3,1500,Tristaniopsis_burmanica,Myrtaceae,2.55,4,5.107051557
DEF,11,1790,Ostodes_paniculata,Euphorbiaceae,2.23,5,3.905706527
DEF,12,2207,Rothmannia_sootepensis,Rubiaceae,2.23,5,3.905706527
DDF,2,638,Quercus_kerrii,Fagaceae,10.19,6,81.55268223
DDF,2,1131,Shorea_siamensis,Dipterocarpaceae ,1.91,3,2.86521104
DDF,2,1078,Terminalia_chebula,Combretaceae,2.55,2,5.107051557
DEF,7,137,Turpinia_pomifera,Staphyleaceae,1.91,4,2.86521104
DEF,12,2199,Ficus_hirta,Moraceae,0.96,2,0.723822947
DDF,5,2753,Vitex_peduncularis,Verbenaceae,2.23,3,3.905706527
DDF,6,3244,Wendlandia_tinctoria,Rubiaceae,5.41,6,22.98711199
DDF,4,2221,Dipterocarpus_tuberculatus,Dipterocarpaceae ,5.41,5,22.98711199
DDF,6,3120,Aporosa_villosa,Phyllanthaceae,4.14,3.5,13.46141036
DEF,9,853,Polyalthia_viridis,Annonaceae,3.5,5,9.621127502
DDF,4,2536,Shorea_siamensis,Dipterocarpaceae ,13.69,8,147.1962607
DDF,3,1509,Dipterocarpus_tuberculatus,Dipterocarpaceae ,4.46,2,15.62282611
DDF,5,2810,Aporosa_villosa,Phyllanthaceae,10.83,6.5,92.11848665
DEF,8,573,Diospyros_rubra,Ebenaceae,2.23,3,3.905706527
MDF,15,497,Terminalia_bellirica,Combretaceae,21.18,23,352.3236471
DEF,10,956,Knema_lenta,Myristicaceae,0.96,2,0.723822947
DDF,4,2024,Quercus_kerrii,Fagaceae,2.55,2.5,5.107051557
DDF,6,3075,Lithocarpus_polystachyus,Fagaceae,2.23,4.5,3.905706527
DDF,4,2245,Craibiodendron_stellatum,Ericaceae,4.14,2.5,13.46141036
DDF,2,734,Tristaniopsis_burmanica,Myrtaceae,2.55,5,5.107051557
DEF,12,2164,Siphonodon_celastrineus,Celastraceae,9.24,7,67.05541024
DEF,9,663,Elaeocarpus_sphaericus,Elaeocarpaceae,1.91,3,2.86521104
DEF,7,65,Styrax_benzoides,Styracaceae,1.75,5,2.405281875
DDF,6,3143,Lithocarpus_lindleyanus,Fagaceae,2.55,3,5.107051557
DEF,11,1409,Garcinia_cowa,Clusiaceae,0.64,1.7,0.321699088
DEF,10,936,Castanopsis_acuminatissima,Fagaceae,3.18,5,7.942260388
MDF,16,633,Antidesma_acidum,Phyllanthaceae,2.55,3.5,5.107051557
DEF,11,1567,Cryptocarya_pallens,Lauraceae,1.59,3,1.985565097
MDF,13,104,Bombax_anceps,Malvaceae,15.29,12,183.6136028
DEF,9,812,Canarium_subulatum,Burseraceae,18.15,9,258.7278265
DDF,3,1404,Shorea_obtusa,Dipterocarpaceae ,20.7,15,336.535259
DDF,5,2596,Tristaniopsis_burmanica,Myrtaceae,4.78,5,17.9450914
DDF,6,3271,Melastoma_malabathricum,Melastomataceae,0.96,3,0.723822947
DDF,3,1472,Dipterocarpus_obtusifolius,Dipterocarpaceae ,19.11,10,286.8212046
DEF,9,742,Elaeocarpus_sphaericus,Elaeocarpaceae,8.28,8,53.84564145
MDF,17,946,Canarium_subulatum,Burseraceae,15.29,8,183.6136028
DEF,8,411,Canarium_subulatum,Burseraceae,33.44,25,878.2586157
DDF,2,648,Buchanania_lanzan,Anacardiaceae,10.51,8,86.75515967
MDF,16,577,Antidesma_acidum,Phyllanthaceae,2.87,4,6.469246132
DDF,3,1865,Tristaniopsis_burmanica,Myrtaceae,1.27,2,1.266768698
DEF,11,1738,Ficus_hirta,Moraceae,1.43,4.5,1.606060704
DDF,6,3076,Lithocarpus_polystachyus,Fagaceae,2.87,4,6.469246132
DEF,8,517,Nephelium_hypoleucum,Sapindaceae,0.96,1.7,0.723822947
DDF,2,574,Dipterocarpus_obtusifolius,Dipterocarpaceae ,7.01,5,38.59454429
DDF,3,1886,Dipterocarpus_tuberculatus,Dipterocarpaceae ,4.46,4,15.62282611
MDF,16,583,Antidesma_acidum,Phyllanthaceae,1.91,2,2.86521104
DDF,3,1660,Tristaniopsis_burmanica,Myrtaceae,3.5,5,9.621127502
DDF,3,1867,Craibiodendron_stellatum,Ericaceae,3.82,3,11.46084416
DDF,6,3425,Castanopsis_diversifolia,Fagaceae,9.87,7,76.51105434
DEF,9,694,Rothmannia_sootepensis,Rubiaceae,16.88,9.5,223.7869544
DDF,2,596,Shorea_siamensis,Dipterocarpaceae ,7.64,6,45.84337664
DDF,4,2013,Shorea_siamensis,Dipterocarpaceae ,7.96,8,49.76408427
DEF,12,2075,Elaeocarpus_sphaericus,Elaeocarpaceae,1.59,4,1.985565097
DDF,2,949,Tristaniopsis_burmanica,Myrtaceae,1.59,3.5,1.985565097
DEF,7,251,Lithocarpus_fenestus,Fagaceae,10.83,10,92.11848665
DDF,1,369,Garcinia_cowa,Clusiaceae,2.87,2,6.469246132
DEF,11,1560,Artocarpus_gomezianus,Moraceae,4.78,7,17.9450914
MDF,14,350,Millingtonia_hortensis,Bignoniaceae,1.59,4,1.985565097
DEF,12,2276,Ixora_cibdela,Rubiaceae,1.91,3,2.86521104
DDF,3,1805,Buchanania_lanzan,Anacardiaceae,3.18,2.5,7.942260388
MDF,13,6,Pterocarpus_macrocarpus,Fabaceae,18.47,20,267.9314363
MDF,16,655,Irvingia_malayana,Irvingiaceae,3.18,6,7.942260388
DDF,4,2176,Shorea_obtusa,Dipterocarpaceae ,27.39,15,589.2152055
DDF,1,243,Shorea_siamensis,Dipterocarpaceae ,33.44,12,878.2586157
DDF,4,2040,Shorea_siamensis,Dipterocarpaceae ,0.96,2.5,0.723822947
DEF,8,506,Colona_flagrocarpa,Tiliaceae,1.59,2.5,1.985565097
MDF,16,613,Antidesma_acidum,Phyllanthaceae,1.27,2,1.266768698
DDF,3,1755,Syzygium_cumini,Myrtaceae,4.14,7,13.46141036
DEF,9,777,Spondias_pinnata,Anacardiaceae,3.82,8,11.46084416
DEF,7,247,Turpinia_pomifera,Staphyleaceae,3.18,4.5,7.942260388
MDF,13,121,Colona_flagrocarpa,Tiliaceae,17.52,14,241.0782804
DEF,8,399,Styrax_benzoides,Styracaceae,4.14,5,13.46141036
DDF,4,2148,Dipterocarpus_tuberculatus,Dipterocarpaceae ,5.1,4,20.42820623
MDF,16,835,Canarium_subulatum,Burseraceae,3.18,4.5,7.942260388
DEF,10,1137,Cryptocarya_pallens,Lauraceae,2.23,6,3.905706527
MDF,16,821,Terminalia_mucronata,Combretaceae,4.46,5,15.62282611
DEF,7,336,Colona_elobata,Tiliaceae,2.55,3,5.107051557
DDF,4,2356,Quercus_kerrii,Fagaceae,3.18,4,7.942260388
DEF,7,35,Schima_wallichii,Theaceae,64.97,33,3315.244894
DDF,6,3062,Lithocarpus_lindleyanus,Fagaceae,1.91,2,2.86521104
DDF,5,2844,Wendlandia_tinctoria,Rubiaceae,1.59,2,1.985565097
DDF,6,3211,Aporosa_villosa,Phyllanthaceae,1.27,2,1.266768698
DEF,8,540,Adenanthera_pavonina,Fabaceae,1.91,3,2.86521104
DEF,9,758,Elaeocarpus_sphaericus,Elaeocarpaceae,3.18,3.5,7.942260388
DEF,9,797,Nephelium_hypoleucum,Sapindaceae,5.73,6,25.78689936
DEF,10,1216,Carpinus_viminea,Betulaceae ,1.27,2.5,1.266768698
MDF,16,645,Morinda_tomentosa,Rubiaceae,23.25,20,424.5567947
DDF,6,2969,Wendlandia_tinctoria,Rubiaceae,8.44,8,55.94673861
DDF,6,3208,Helicia_nilagirica,Proteaceae,1.27,2,1.266768698
DDF,3,1758,Tristaniopsis_burmanica,Myrtaceae,2.55,1.5,5.107051557
DDF,2,1003,Quercus_kerrii,Fagaceae,1.59,2.5,1.985565097
DDF,4,2394,Quercus_kerrii,Fagaceae,4.46,4.5,15.62282611
MDF,14,184,Lagerstroemia_duperreana,Lythraceae,12.42,10,121.1526933
DEF,12,2294,Rothmannia_sootepensis,Rubiaceae,2.55,4,5.107051557
DDF,6,3209,Memecylon_edule,Melastomataceae,1.91,3,2.86521104
DDF,3,1792,Dipterocarpus_obtusifolius,Dipterocarpaceae ,4.46,3,15.62282611
DDF,3,1812,Ochna_integerrima,Ochnaceae,2.55,2,5.107051557
DEF,7,324,Paranephelium_longifoliolatum,Sapindaceae,0.96,1.6,0.723822947
DDF,6,3398,Rapanea_yunnanensis,Primulaceae,1.59,2,1.985565097
DEF,12,2136,Tarennoidea_wallichii,Rubiaceae,1.91,2,2.86521104
DEF,8,582,Turpinia_pomifera,Staphyleaceae,4.78,5.5,17.9450914
DEF,12,2317,Garcinia_merguensis,Clusiaceae,0.96,2,0.723822947
DDF,4,2187,Dipterocarpus_tuberculatus,Dipterocarpaceae ,4.14,2.5,13.46141036
DEF,10,912,Baccaurea_ramiflora,Phyllanthaceae,5.73,5,25.78689936
DEF,9,793,Artocarpus_thailandicus,Moraceae,22.29,12,390.2204436
MDF,14,390,Alangium_salviifolium,Cornaceae,1.59,3.5,1.985565097
MDF,16,773,Canarium_subulatum,Burseraceae,3.18,4,7.942260388
DEF,10,1161,Litsea_sp.3,Lauraceae,0.96,2,0.723822947
DDF,3,1307,Shorea_obtusa,Dipterocarpaceae ,8.28,3.5,53.84564145
DDF,1,344,Buchanania_lanzan,Anacardiaceae,3.18,4.5,7.942260388
DDF,1,24,Dipterocarpus_tuberculatus,Dipterocarpaceae ,5.73,6,25.78689936
DDF,1,121,Dipterocarpus_tuberculatus,Dipterocarpaceae ,4.78,4,17.9450914
DEF,7,284,Canarium_subulatum,Burseraceae,1.27,3,1.266768698
MDF,15,533,Terminalia_mucronata,Combretaceae,3.98,7,12.44102107
DDF,2,1063,Craibiodendron_stellatum,Ericaceae,3.5,3,9.621127502
DDF,6,3045,Rapanea_yunnanensis,Primulaceae,2.87,4.5,6.469246132
DDF,6,3354,Rapanea_yunnanensis,Primulaceae,0.64,2,0.321699088
DDF,2,968,Quercus_kerrii,Fagaceae,2.55,4,5.107051557
DEF,10,1241,Pittosporopsis_kerrii,Icacinaceae,1.27,2,1.266768698
MDF,16,679,Antidesma_acidum,Phyllanthaceae,1.59,2,1.985565097
DEF,12,2061,Shorea_roxburghii,Dipterocarpaceae ,3.18,5,7.942260388
DEF,11,1647,Colona_winitii,Tiliaceae,1.27,3,1.266768698
DDF,5,2767,Wendlandia_tinctoria,Rubiaceae,4.78,5,17.9450914
DDF,6,3365,Engelhardia_serrata,Juglandaceae,1.59,2,1.985565097
DDF,2,963,Garcinia_cowa,Clusiaceae,1.91,2,2.86521104
DDF,5,2906,Quercus_brandisiana,Fagaceae,27.71,15,603.0633459
MDF,15,443,Lagerstroemia_duperreana,Lythraceae,9.71,15,74.05055898
DDF,4,2403,Shorea_siamensis,Dipterocarpaceae ,6.37,7,31.86902274
DEF,9,791,Mallotus_philippensis,Euphorbiaceae,1.91,3,2.86521104
MDF,13,171,Canarium_subulatum,Burseraceae,1.27,2,1.266768698
DDF,2,781,Tristaniopsis_burmanica,Myrtaceae,1.91,3.5,2.86521104
DDF,3,1230,Craibiodendron_stellatum,Ericaceae,11.15,5,97.64266317
MDF,16,782,Quercus_kingiana,Fagaceae,22.93,16,412.9504948
DDF,6,3235,Tristaniopsis_burmanica,Myrtaceae,3.18,3.5,7.942260388
MDF,16,637,Antidesma_acidum,Phyllanthaceae,2.23,2.5,3.905706527
DDF,5,2710,Quercus_brandisiana,Fagaceae,12.74,7,127.4760909
DEF,11,1617,Lindera_metcalfiana,Lauraceae,0.96,1.6,0.723822947
DEF,12,2131,Rapanea_yunnanensis,Primulaceae,1.27,2.5,1.266768698
MDF,16,703,Quercus_kingiana,Fagaceae,17.2,16,232.3521927
DDF,4,2510,Quercus_kerrii,Fagaceae,3.5,4,9.621127502
DEF,10,1113,Castanopsis_acuminatissima,Fagaceae,4.46,7,15.62282611
DEF,11,1449,Syzygium_albiflorum,Myrtaceae,2.23,4,3.905706527
DDF,4,1991,Craibiodendron_stellatum,Ericaceae,4.14,5,13.46141036
DEF,7,116,Turpinia_pomifera,Staphyleaceae,6.05,7,28.74753628
MDF,17,895,Shorea_siamensis,Dipterocarpaceae ,28.66,16,645.1225957
DDF,4,1950,Aporosa_villosa,Phyllanthaceae,6.37,4,31.86902274
MDF,17,951,Terminalia_mucronata,Combretaceae,7.32,7,42.08351855
MDF,16,674,Tectona_grandis,Lamiaceae,1.59,3,1.985565097
DEF,12,2132,Tarennoidea_wallichii,Rubiaceae,0.96,2,0.723822947
DDF,3,1591,Tristaniopsis_burmanica,Myrtaceae,4.46,5.5,15.62282611
MDF,14,200,Pterocarpus_macrocarpus,Fabaceae,21.34,14,357.6668679
DDF,2,761,Anneslea_fragrans,Theaceae,3.82,5,11.46084416
DEF,12,1936,Garcinia_merguensis,Clusiaceae,3.18,4,7.942260388
DEF,7,128,Phoebe_paniculata,Lauraceae,2.87,5,6.469246132
MDF,16,672,Tectona_grandis,Lamiaceae,2.23,3,3.905706527
DDF,4,2262,Dipterocarpus_tuberculatus,Dipterocarpaceae ,4.3,3,14.52201204
DEF,11,1506,Syzygium_albiflorum,Myrtaceae,1.27,3,1.266768698
DDF,2,1093,Gardenia_sootepensis,Rubiaceae,3.18,5,7.942260388
MDF,13,111,Lagerstroemia_loudonii,Lythraceae,7.96,10,49.76408427
DDF,5,2616,Aporosa_villosa,Phyllanthaceae,6.37,3.5,31.86902274
DDF,6,3464,Wendlandia_tinctoria,Rubiaceae,2.23,2,3.905706527
DEF,12,2102,Rothmannia_sootepensis,Rubiaceae,1.59,2.5,1.985565097
DDF,6,3282,Vaccinium_sprengelii,Ericaceae,1.59,2,1.985565097
DDF,3,1344,Dipterocarpus_tuberculatus,Dipterocarpaceae ,62.42,30,3060.112621
DDF,1,146,Aporosa_villosa,Phyllanthaceae,8.6,3,58.08804816
DDF,3,1516,Tristaniopsis_burmanica,Myrtaceae,4.14,5,13.46141036
DEF,10,1308,Siphonodon_celastrineus,Celastraceae,2.87,6,6.469246132
DDF,3,1899,Aporosa_villosa,Phyllanthaceae,2.23,1.8,3.905706527
DEF,11,1822,Rothmannia_sootepensis,Rubiaceae,3.18,3,7.942260388
DDF,1,91,Dipterocarpus_obtusifolius,Dipterocarpaceae ,24.52,18,472.2052519
MDF,13,25,Pterocarpus_macrocarpus,Fabaceae,23.57,25,436.3239441
DDF,4,2237,Shorea_obtusa,Dipterocarpaceae ,5.41,2,22.98711199
DEF,7,55,Lithocarpus_fenestus,Fagaceae,6.37,10,31.86902274
MDF,16,852,Vitex_peduncularis,Verbenaceae,24.2,16,459.9605804
DEF,7,332,Toona_ciliata,Meliaceae,17.83,9,249.6850662
DDF,3,1579,Tristaniopsis_burmanica,Myrtaceae,2.55,4,5.107051557
DEF,11,1438,Syzygium_albiflorum,Myrtaceae,0.64,1.5,0.321699088
DEF,12,1950,Engelhardia_spicata,Juglandaceae,0.96,2,0.723822947
DEF,9,893,Rothmannia_sootepensis,Rubiaceae,1.27,3,1.266768698
DDF,6,3404,Rapanea_yunnanensis,Primulaceae,2.23,5,3.905706527
MDF,15,462,Terminalia_mucronata,Combretaceae,14.01,16,154.1580301
MDF,14,380,Lagerstroemia_duperreana,Lythraceae,0.96,2,0.723822947
MDF,16,597,Antidesma_acidum,Phyllanthaceae,0.96,1.8,0.723822947
DEF,10,1234,Garcinia_merguensis,Clusiaceae,0.64,3,0.321699088
DEF,11,1430,Castanopsis_acuminatissima,Fagaceae,1.59,4,1.985565097
DEF,8,419,Turpinia_pomifera,Staphyleaceae,1.59,2,1.985565097
DDF,3,1860,Gardenia_sootepensis,Rubiaceae,1.27,1.7,1.266768698
DDF,2,1099,Dipterocarpus_tuberculatus,Dipterocarpaceae ,4.46,4,15.62282611
DEF,9,882,Olea_salicifolia,Oleaceae,2.55,5,5.107051557
DEF,10,1038,Lindera_metcalfiana,Lauraceae,1.27,3,1.266768698
DEF,12,2299,Syzygium_albiflorum,Myrtaceae,0.96,1.8,0.723822947
DEF,10,1228,Cananga_odorata,Annonaceae,1.59,3,1.985565097
DDF,2,1010,Tristaniopsis_burmanica,Myrtaceae,1.27,2,1.266768698
DDF,3,1536,Gluta_usitata,Anacardiaceae,3.82,4,11.46084416
DEF,12,1838,Glochidion_sphaerogynum,Phyllanthaceae,1.91,3,2.86521104
DEF,9,697,Tarennoidea_wallichii,Rubiaceae,1.91,2,2.86521104
DEF,10,1251,Castanopsis_acuminatissima,Fagaceae,1.27,3,1.266768698
DDF,5,2607,Lophopetalum_duperreanum,Celastraceae,2.23,3,3.905706527
MDF,15,431,Albizia_odoratissima,Fabaceae,22.93,27,412.9504948
DEF,11,1642,Phoebe_lanceolata,Lauraceae,2.55,6,5.107051557
DDF,6,3050,Wendlandia_tinctoria,Rubiaceae,6.05,7.5,28.74753628
DDF,2,559,Dipterocarpus_obtusifolius,Dipterocarpaceae ,22.61,15,401.5050444
MDF,13,30,Terminalia_mucronata,Combretaceae,19.43,15,296.5073631
DDF,1,331,Shorea_siamensis,Dipterocarpaceae ,3.82,5,11.46084416
DEF,9,649,Colona_flagrocarpa,Tiliaceae,2.55,3,5.107051557
DDF,5,2863,Tristaniopsis_burmanica,Myrtaceae,1.91,3,2.86521104
DEF,12,1913,Cratoxylum_formosum,Hypericaceae ,9.55,9,71.630276
DDF,2,792,Tristaniopsis_burmanica,Myrtaceae,2.55,4,5.107051557
DEF,10,955,Castanopsis_argentea,Fagaceae,1.91,4,2.86521104
DEF,12,1994,Lithocarpus_fenestus,Fagaceae,45.54,20,1628.830654
DDF,1,218,Dipterocarpus_tuberculatus,Dipterocarpaceae ,6.05,3,28.74753628
DEF,8,594,Turpinia_pomifera,Staphyleaceae,2.55,2,5.107051557
DDF,5,2946,Rapanea_yunnanensis,Primulaceae,3.18,5,7.942260388
DDF,4,2090,Shorea_obtusa,Dipterocarpaceae ,4.46,2.5,15.62282611
DDF,3,1468,Syzygium_cumini,Myrtaceae,11.46,6,103.1475974
DEF,11,1581,Magnolia_garrettii,Magnoliaceae,0.96,2,0.723822947
DEF,7,167,Lithocarpus_fenestus,Fagaceae,2.23,4,3.905706527
MDF,16,692,Dalbergia_oliveri,Fabaceae,1.27,2,1.266768698
DEF,8,596,Colona_elobata,Tiliaceae,0.96,2,0.723822947
DEF,12,1907,Lithocarpus_fenestus,Fagaceae,2.87,3,6.469246132
DEF,9,705,Rothmannia_sootepensis,Rubiaceae,14.65,6,168.5641173
DDF,6,3294,Dipterocarpus_tuberculatus,Dipterocarpaceae ,47.45,20,1768.325928
DDF,3,1365,Dipterocarpus_obtusifolius,Dipterocarpaceae ,17.52,16,241.0782804
DDF,2,613,Dipterocarpus_tuberculatus,Dipterocarpaceae ,4.78,4,17.9450914
DDF,1,80,Tristaniopsis_burmanica,Myrtaceae,7.01,9,38.59454429
DDF,2,1070,Dipterocarpus_tuberculatus,Dipterocarpaceae ,3.5,1.5,9.621127502
DDF,1,213,Shorea_siamensis,Dipterocarpaceae ,6.69,6,35.15135874
DDF,4,2451,Shorea_siamensis,Dipterocarpaceae ,7.64,7,45.84337664
MDF,14,266,Lagerstroemia_duperreana,Lythraceae,14.97,16,176.0084353
DEF,11,1765,Tarennoidea_wallichii,Rubiaceae,10.19,11,81.55268223
DDF,2,540,Shorea_obtusa,Dipterocarpaceae ,10.19,7,81.55268223
MDF,13,135,Terminalia_mucronata,Combretaceae,17.52,18,241.0782804
DEF,10,1223,Artocarpus_sp.,Moraceae,1.59,3,1.985565097
DEF,12,2335,Glochidion_sphaerogynum,Phyllanthaceae,2.55,3,5.107051557
DEF,12,2302,Elaeocarpus_sphaericus,Elaeocarpaceae,1.43,3,1.606060704
MDF,15,407,Lagerstroemia_duperreana,Lythraceae,12.1,16,114.9901451
DDF,5,2553,Craibiodendron_stellatum,Ericaceae,7.01,5,38.59454429
MDF,17,939,Tectona_grandis,Lamiaceae,21.02,9,347.0206387
DEF,7,104,Lithocarpus_fenestus,Fagaceae,1.59,2.5,1.985565097
DEF,11,1536,Pittosporopsis_kerrii,Icacinaceae,1.27,3,1.266768698
DEF,8,561,Turpinia_pomifera,Staphyleaceae,1.91,3,2.86521104
DDF,6,3182,Pavetta_tomentosa,Rubiaceae,4.78,4,17.9450914
DDF,1,454,Tristaniopsis_burmanica,Myrtaceae,2.55,3.5,5.107051557
DEF,9,684,Sterculia_pexa,Malvaceae,3.18,3.5,7.942260388
DDF,6,3166,Lithocarpus_lindleyanus,Fagaceae,3.82,4.5,11.46084416
DEF,10,1190,Phoebe_lanceolata,Lauraceae,0.64,1.5,0.321699088
DEF,10,1145,Castanopsis_acuminatissima,Fagaceae,7.32,9,42.08351855
MDF,16,780,Xylia_xylocarpa,Fabaceae,11.15,10,97.64266317
DDF,1,387,Aporosa_villosa,Phyllanthaceae,3.5,3,9.621127502
DDF,3,1629,Craibiodendron_stellatum,Ericaceae,2.87,4,6.469246132
DEF,7,118,Turpinia_pomifera,Staphyleaceae,2.55,2.5,5.107051557
MDF,16,628,Antidesma_acidum,Phyllanthaceae,2.55,3.5,5.107051557
DEF,10,1290,Pittosporopsis_kerrii,Icacinaceae,1.27,3,1.266768698
DEF,10,1008,Castanopsis_argentea,Fagaceae,0.96,2,0.723822947
DDF,1,45,Tristaniopsis_burmanica,Myrtaceae,7.32,6,42.08351855
DEF,10,941,Garcinia_cowa,Clusiaceae,15.92,13,199.0563371
DDF,5,2913,Quercus_brandisiana,Fagaceae,13.06,7,133.9603382
MDF,13,42,Vitex_peduncularis,Verbenaceae,16.24,18,207.1390267
DDF,3,1852,Dipterocarpus_obtusifolius,Dipterocarpaceae ,2.87,3,6.469246132
MDF,18,1002,Terminalia_mucronata,Combretaceae,28.03,22,617.0723359
DEF,12,2204,Rothmannia_sootepensis,Rubiaceae,1.59,3,1.985565097
MDF,18,1047,Lagerstroemia_duperreana,Lythraceae,30.89,16,749.4207229
DEF,12,1870,Tarennoidea_wallichii,Rubiaceae,1.91,2,2.86521104
DDF,1,336,Shorea_siamensis,Dipterocarpaceae ,4.14,4,13.46141036
DDF,2,840,Craibiodendron_stellatum,Ericaceae,2.23,2.5,3.905706527
DDF,2,933,Quercus_kerrii,Fagaceae,2.23,3,3.905706527
DEF,10,997,Lindera_metcalfiana,Lauraceae,2.23,7,3.905706527
DDF,2,1124,Tristaniopsis_burmanica,Myrtaceae,2.87,4,6.469246132
DDF,6,3124,Shorea_roxburghii,Dipterocarpaceae ,2.87,3.5,6.469246132
DDF,3,1470,Quercus_kerrii,Fagaceae,7.32,5,42.08351855
DEF,7,64,Glochidion_sphaerogynum,Phyllanthaceae,2.23,4,3.905706527
DDF,3,1373,Aporosa_villosa,Phyllanthaceae,6.05,3,28.74753628
DEF,7,135,Protium_serratum,Burseraceae,1.27,2,1.266768698
DDF,5,2626,Tristaniopsis_burmanica,Myrtaceae,14.01,7,154.1580301
DDF,3,1360,Dipterocarpus_obtusifolius,Dipterocarpaceae ,5.1,3,20.42820623
MDF,13,1,Terminalia_mucronata,Combretaceae,15.29,16,183.6136028
DEF,11,1699,Baccaurea_ramiflora,Phyllanthaceae,1.27,2,1.266768698
DEF,11,1786,Syzygium_albiflorum,Myrtaceae,1.59,2.5,1.985565097
MDF,16,750,Wendlandia_tinctoria,Rubiaceae,4.78,5,17.9450914
DDF,2,1120,Shorea_siamensis,Dipterocarpaceae ,2.87,4,6.469246132
DDF,2,1111,Dipterocarpus_obtusifolius,Dipterocarpaceae ,2.55,2.5,5.107051557
MDF,14,281,Lagerstroemia_duperreana,Lythraceae,21.02,13,347.0206387
DEF,11,1542,Adinandra_integerrima,Pentaphylaceae,2.23,4,3.905706527
DEF,11,1764,Elaeocarpus_sphaericus,Elaeocarpaceae,2.55,6,5.107051557
MDF,13,105,Vitex_peduncularis,Verbenaceae,8.92,11,62.49130443
DEF,9,624,Colona_elobata,Tiliaceae,1.91,3,2.86521104
DEF,7,165,Lithocarpus_fenestus,Fagaceae,3.82,7,11.46084416
DDF,6,3012,Aporosa_villosa,Phyllanthaceae,2.87,3.5,6.469246132
DDF,3,1666,Quercus_kerrii,Fagaceae,3.18,3,7.942260388
DDF,4,2296,Shorea_siamensis,Dipterocarpaceae ,4.14,3.5,13.46141036
DDF,1,95,Tristaniopsis_burmanica,Myrtaceae,10.19,5,81.55268223
DDF,1,304,Tristaniopsis_burmanica,Myrtaceae,3.82,5,11.46084416
MDF,15,483,Albizia_odoratissima,Fabaceae,25.8,23,522.7924335
DEF,12,2059,Ixora_cibdela,Rubiaceae,2.23,3,3.905706527
DEF,11,1464,Baccaurea_ramiflora,Phyllanthaceae,1.27,2,1.266768698
DDF,6,3183,Pavetta_tomentosa,Rubiaceae,4.3,4,14.52201204
DDF,3,1488,Aporosa_villosa,Phyllanthaceae,7.64,8,45.84337664
DEF,10,1141,Eriobotrya_bengalensis,Rosaceae,2.23,4,3.905706527
DEF,12,2000,Glochidion_sphaerogynum,Phyllanthaceae,1.91,3,2.86521104
DDF,1,113,Shorea_obtusa,Dipterocarpaceae ,8.92,12,62.49130443
DEF,11,1690,Artocarpus_gomezianus,Moraceae,1.43,3,1.606060704
DEF,11,1688,Ostodes_paniculata,Euphorbiaceae,0.96,2,0.723822947
